2012-06-20 13:08:14,652 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 13:20:16,695 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 4 in cityId 4
2012-06-20 13:20:16,706 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 1 in cityId 0
2012-06-20 13:20:16,711 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving quest graph
2012-06-20 13:20:16,713 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserEquipRetrieveUtils - retrieving user equips for userId 2596
2012-06-20 13:20:16,741 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:16,744 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [BAD_ARCHER, BAD_MAGE, BAD_WARRIOR] , 8 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 13:20:16,805 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieved 8 users in level range 16-19 when 8 around 18 were requested
2012-06-20 13:20:16,807 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 19
2012-06-20 13:20:16,808 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 18
2012-06-20 13:20:16,810 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | MarketplaceTransactionRetrieveUtils - retrieving up to 10 most recent marketplace transactions posts for 2596
2012-06-20 13:20:16,844 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | BattleDetailsRetrieveUtils - retrieving most recent battle details posts for 2596
2012-06-20 13:20:16,879 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | PlayerWallPostRetrieveUtils - retrieving 15 player wall posts for wallOwner 2596
2012-06-20 13:20:16,915 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving users with userIds [2602, 2609, 2602, 2618, 1, 2602, 2602, 2602, 2602, 1, 2625, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2590]
2012-06-20 13:20:17,019 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,022 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,023 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:17,037 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | StartupController - Writing event: com.lvl6.events.response.StartupResponseEvent@7331f919
2012-06-20 13:20:17,133 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EventController - Finished processing event: com.lvl6.events.request.StartupRequestEvent@4f88f506, took ~0.0 seconds
2012-06-20 13:20:17,995 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_LOAD_PLAYER_CITY_EVENT and size: 19
2012-06-20 13:20:18,002 | DEBUG |  |  | Thread-10 | SelectAndRead - delegate event, new player created and channel set, player:2596, channel: java.nio.channels.SocketChannel[connected local=/10.1.10.10:8888 remote=/10.1.10.20:50166]
2012-06-20 13:20:18,002 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController9 | EventController - Received event: com.lvl6.events.request.LoadPlayerCityRequestEvent@14235085
2012-06-20 13:20:18,002 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 24
2012-06-20 13:20:18,002 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@17510d96
2012-06-20 13:20:18,003 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | TaskRetrieveUtils - retrieving all tasks data map
2012-06-20 13:20:18,009 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 36
2012-06-20 13:20:18,009 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 37
2012-06-20 13:20:18,009 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 35
2012-06-20 13:20:18,009 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | BuildStructJobRetrieveUtils - retrieving all build struct job data
2012-06-20 13:20:18,014 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@17510d96, took ~0.0 seconds
2012-06-20 13:20:18,014 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@4b7aa961
2012-06-20 13:20:18,014 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@4b7aa961
2012-06-20 13:20:18,032 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:20:18,063 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserStructRetrieveUtils - retrieving user structs for userId 2596
2012-06-20 13:20:18,068 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_EARN_FREE_DIAMONDS and size: 57
2012-06-20 13:20:18,077 | INFO  | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EventController - Received event: com.lvl6.events.request.EarnFreeDiamondsRequestEvent@67458657
2012-06-20 13:20:18,095 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [GOOD_ARCHER, GOOD_MAGE, GOOD_WARRIOR] , 4 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 13:20:18,155 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserRetrieveUtils - retrieved 4 users in level range 16-19 when 4 around 18 were requested
2012-06-20 13:20:18,155 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.LoadPlayerCityResponseEvent@5738ec91
2012-06-20 13:20:18,155 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:20:18,155 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController9 | EventController - Finished processing event: com.lvl6.events.request.LoadPlayerCityRequestEvent@14235085, took ~0.0 seconds
2012-06-20 13:20:18,159 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_LOAD_PLAYER_CITY_EVENT to player with id 2596, event=com.lvl6.events.response.LoadPlayerCityResponseEvent@5738ec91
2012-06-20 13:20:18,223 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 36
2012-06-20 13:20:18,223 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@29565e9d
2012-06-20 13:20:18,223 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:20:18,227 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:18,227 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@29565e9d, took ~0.0 seconds
2012-06-20 13:20:18,227 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@561526e3
2012-06-20 13:20:18,228 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@561526e3
2012-06-20 13:20:18,418 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 40
2012-06-20 13:20:18,419 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@d174031
2012-06-20 13:20:18,419 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:20:18,419 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:18,419 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@d174031, took ~0.0 seconds
2012-06-20 13:20:18,419 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@717757ad
2012-06-20 13:20:18,420 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@717757ad
2012-06-20 13:20:18,456 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 20
2012-06-20 13:20:18,458 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@1a0283e
2012-06-20 13:20:18,458 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:20:18,461 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@1a0283e, took ~0.0 seconds
2012-06-20 13:20:18,468 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@39b1ff47
2012-06-20 13:20:18,468 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@39b1ff47
2012-06-20 13:20:18,928 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Get connection for route {s}->https://api.kiip.me
2012-06-20 13:20:19,204 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnectionOperator - Connecting to api.kiip.me:443
2012-06-20 13:20:19,797 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAddCookies - CookieSpec selected: best-match
2012-06-20 13:20:19,811 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAuthCache - Auth cache not set in the context
2012-06-20 13:20:19,811 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestProxyAuthentication - Proxy auth state: UNCHALLENGED
2012-06-20 13:20:19,811 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Attempt 1 to execute request
2012-06-20 13:20:19,812 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Sending request: POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:20:19,812 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "POST /1.0/transaction/verify HTTP/1.1[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="-2340332372075099169", oauth_signature="7ZX0cZh9RljJgGS7QC4Gz0mmmbI%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340223618", oauth_version="1.0"[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Length: 545[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type: multipart/form-data; boundary=fiun4sEX1WDtuvEK6MD52lmSOM7k4bNFIn[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Host: api.kiip.me[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Connection: Keep-Alive[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "User-Agent: Apache-HttpClient/4.2 (java 1.5)[\r][\n]"
2012-06-20 13:20:19,813 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="-2340332372075099169", oauth_signature="7ZX0cZh9RljJgGS7QC4Gz0mmmbI%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340223618", oauth_version="1.0"
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Length: 545
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Type: multipart/form-data; boundary=fiun4sEX1WDtuvEK6MD52lmSOM7k4bNFIn
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Host: api.kiip.me
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Connection: Keep-Alive
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> User-Agent: Apache-HttpClient/4.2 (java 1.5)
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "--"
2012-06-20 13:20:19,814 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "fiun4sEX1WDtuvEK6MD52lmSOM7k4bNFIn"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Disposition"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "form-data; name="app_key""
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "text/plain; charset=US-ASCII"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Transfer-Encoding"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> ": "
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "8bit"
2012-06-20 13:20:19,815 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
